Feature1,Feature2
-5.313508196993409,-4.2289882619305885
4.3467497322079645,5.84245628157134
-4.497118582841957,-6.245288086607232
5.695119605046991,2.9665334538773864
-2.134946483559159,3.274082033404699
-5.269056960216013,-2.7686332111133956
-7.1361960956684545,-3.3597291915950116
5.799179995035015,6.26261366332482
-7.040323048728715,-4.953744476858303
-2.103479841313291,2.185382564344069
-1.3821132665491582,2.225757911136474
1.6086926238052008,3.3211208773119116
-4.498142793218687,-5.844213703829862
-1.8898559135933426,2.923496900442873
-3.9533643496567885,2.161982222643772
-0.9682396836830438,0.5141542262073548
4.674950371618214,4.439765493762203
5.824703005436982,6.248212920597034
4.53799465184662,5.350888494087746
-5.677675577328041,-6.439439026738619
6.3672354239271245,6.217885633056291
5.381866234126697,5.566275441442456
-2.728247558194034,0.4303877373345495
-4.448545955453576,-2.7077919871850424
-1.539218055156772,3.2583703471667698
-5.019130496521152,-3.824998780499709
-2.9683462595582317,1.2452796928871452
-6.421217227304127,-5.153495195676949
4.618483518234914,5.066489009146145
-2.002059851633179,2.6265041753065064
-2.1408666682061956,3.122220414467933
4.280746158573323,4.416585405420992
-6.057952218862339,-5.90900761492685
-5.039570239693606,-4.673996566613019
-5.3388219660291965,-5.236184030852601
-4.999990238528404,-4.457647427850971
-3.093755582882607,3.6495005677179826
7.5504382358796605,3.5268267522001144
-1.1644338316592782,2.802629336178099
-1.8038020203885694,3.1974162722769295
-6.793435585194863,-5.841747365656204
-3.999634113449305,-5.38109251751535
3.9785852694779336,5.4323957009796064
4.885578702969879,4.501825806078242
2.3405505436165117,4.9085473771093415
4.695913561198685,7.585294868064549
-1.4669709340723787,2.170997565299294
-5.829135289014779,-4.912289781591668
-2.8644790916126586,1.6240205223346051
-2.9542278547161103,3.0143707174654484
-4.460941679419211,-5.596159699806467
5.380471970215001,4.7828647312551205
4.676419929923476,5.42382470786588
6.835332722864825,5.44068987241511
3.9392009636695677,5.591666520727679
4.596107730662061,3.6154813334641354
4.301410050063612,4.071108075476181
5.204207978914112,6.40669624166137
6.161521490740773,5.386078047603594
-5.747870949293862,-4.990974749026675
6.109143281361648,3.2350822717242442
-7.434767576521044,-4.887273495183351
-5.634679305179362,-4.491603757316568
5.751964849214881,4.006239016881409
-1.8984841863328001,2.5036594907144694
-4.388659220426282,-4.9520294081318115
-2.6832565737795813,3.5198547293692375
3.8668667263230176,5.433092554656691
-4.046674611264416,0.41734806425505067
-5.375669423078993,-5.074470762893981
0.7797454011113993,3.470861320040273
-5.416757847405471,-5.056266827226329
-3.5323219894265874,-5.335677338523848
5.524296430010349,5.735279576065203
4.097753931929498,4.409027724530555
3.262040495615432,6.040823953390729
-4.783883993736318,-6.8586123861234976
4.723820507749262,4.483116106267413
-3.9188105511485345,2.248225881630176
3.9012610530039433,6.584487056395677
-1.6705415693866061,3.1306219672771203
-3.7554272183458584,3.438163671274144
-3.6343184830306186,1.7925791124362132
-4.958460607001596,-6.117925445113517
-2.3751763536141555,3.2565021430525523
-5.419316482152689,-5.132328898436743
-5.637655012484301,-6.187612286385284
-3.9824654778226707,3.3463118918420798
6.173531498494953,2.656396809000038
-5.878107893240342,-5.156434170384624
-0.7581878115277658,2.052499123807354
4.810530735287619,4.922781334647043
-4.629555463336766,-3.640366137327404
-0.7074071476017161,2.070986681490155
-2.2585603711583078,2.9974256489247373
-4.56650366992343,-3.7216207697281316
-3.7214291650957687,4.3044766415797255
-6.868090654563764,-3.268815334019532
-4.743429547998704,-5.988779048769622
-2.3195901930884535,3.053164274157812
